# Dieser Datensatz umfasst die bewohnten Wohnungen mit Wohnungsfläche sowie
# Personenangaben der Bewohnerschaft zur Haushaltsstruktur, aufgegliedert für
# mehrheitlich gemeinnützige und andere Eigentumsarten sowie Neubauart (z.B.
# Ersatzneubau).

# Die Daten stammen aus der Datenbank «Gebäude- und Wohnungsregister der Stadt
# Zürich» (GWZ) und dem Bevölkerungsregister (BVS) von Statistik Stadt Zürich.
# Die abgeglichenen Register werden seit 2014 laufend weitergeführt und
# bereinigt.  Datenquelle :
#
# Datenquelle und detaillierte Beschreibung der Variablen:
# https://data.stadt-zuerich.ch/dataset/bau_best_whg_pers_haush_quartier_neubauart_gemeinnuetzig_seit2014
#
"ReportJahr","StatistikJahr","QuarSort","QuarLang","HptEigGruppe","ArtErsatzneubau","AnzWhgBew","WohnFlBew","PersInWhgGT2","inHh_PamK","inHh_1ElK","inHh_UemK","inHh_1P","inHh_2P","inHh_EpoK","inHh_WGoK"
2017,2014,101,"Höngg","Übrige Eigentümerschaften","Neubau als Umnutzung",9,798,23,0,0,14,3,4,0,3
2017,2015,101,"Höngg","Übrige Eigentümerschaften","Neubau als Umnutzung",9,813,20,7,3,4,5,2,0,0
2017,2016,101,"Höngg","Übrige Eigentümerschaften","Neubau als Umnutzung",9,825,18,4,5,4,5,0,0,0
2017,2014,101,"Höngg","Übrige Eigentümerschaften","Neubau als Wohnersatz",136,14699,310,115,4,25,32,78,40,21
2017,2015,101,"Höngg","Übrige Eigentümerschaften","Neubau als Wohnersatz",166,17945,371,126,2,36,45,82,60,21
2017,2016,101,"Höngg","Übrige Eigentümerschaften","Neubau als Wohnersatz",217,22651,457,168,2,13,63,116,74,19
2017,2014,101,"Höngg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",40,4591,89,36,6,0,10,18,16,3
2017,2015,101,"Höngg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",42,4742,94,40,6,3,12,18,12,3
2017,2016,101,"Höngg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",41,4656,96,45,6,0,9,24,12,0
2017,2014,102,"Wipkingen","Im Stockwerkeigentum","Altbau (bis 2006)",518,50276,1054,238,33,109,204,220,140,108
2017,2015,102,"Wipkingen","Im Stockwerkeigentum","Altbau (bis 2006)",518,50302,1065,267,35,113,205,208,134,107
2017,2016,102,"Wipkingen","Im Stockwerkeigentum","Altbau (bis 2006)",538,51409,1125,270,37,126,198,232,150,108
2017,2014,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Umnutzung",7,803,13,4,0,0,3,4,2,0
2017,2015,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Umnutzung",7,803,12,4,0,0,4,2,2,0
2017,2016,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Umnutzung",7,803,13,4,0,0,3,4,2,0
2017,2014,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Wohnersatz",39,4767,88,41,2,5,11,12,14,3
2017,2015,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Wohnersatz",39,4767,89,47,0,0,12,10,18,0
2017,2016,102,"Wipkingen","Im Stockwerkeigentum","Neubau als Wohnersatz",83,9124,179,77,0,0,24,42,32,4
2017,2014,102,"Wipkingen","Im Stockwerkeigentum","Neubau auf unbebautem Land",27,3416,52,18,3,0,11,6,12,3
2017,2015,102,"Wipkingen","Im Stockwerkeigentum","Neubau auf unbebautem Land",26,3306,56,19,0,4,8,8,14,3
2017,2016,102,"Wipkingen","Im Stockwerkeigentum","Neubau auf unbebautem Land",27,3416,57,19,0,0,8,10,14,6
2017,2014,102,"Wipkingen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2127,140268,4092,1071,358,299,987,600,484,303
2017,2015,102,"Wipkingen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2126,139920,4062,1074,362,247,1000,584,468,327
2017,2016,102,"Wipkingen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2138,140220,4041,1116,393,183,1026,552,456,314
2017,2015,102,"Wipkingen","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",108,9091,216,89,13,7,39,34,22,3
2017,2016,102,"Wipkingen","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",133,11132,265,95,21,9,51,56,30,3
2017,2014,102,"Wipkingen","Übrige Eigentümerschaften","Altbau (bis 2006)",5278,366818,9613,1938,341,595,2613,2266,780,1061
2017,2015,102,"Wipkingen","Übrige Eigentümerschaften","Altbau (bis 2006)",5356,373068,9687,2019,351,499,2670,2246,818,1056
2017,2016,102,"Wipkingen","Übrige Eigentümerschaften","Altbau (bis 2006)",5360,374069,9720,2126,351,469,2664,2236,808,1043
2017,2014,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Umnutzung",19,2063,47,25,0,5,4,14,0,0
2017,2015,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Umnutzung",48,4689,97,24,2,5,14,38,10,4
2017,2016,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Umnutzung",48,4672,101,33,2,6,12,26,18,6
2017,2014,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Wohnersatz",12,1311,38,22,0,4,2,6,0,4
2017,2015,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Wohnersatz",26,2576,64,25,0,7,6,16,6,4
2017,2016,102,"Wipkingen","Übrige Eigentümerschaften","Neubau als Wohnersatz",35,3204,85,32,0,10,10,20,6,7
2017,2014,102,"Wipkingen","Übrige Eigentümerschaften","Neubau auf unbebautem Land",8,440,25,0,0,14,0,6,0,6
2017,2015,102,"Wipkingen","Übrige Eigentümerschaften","Neubau auf unbebautem Land",8,440,22,0,0,9,1,4,0,9
2017,2016,102,"Wipkingen","Übrige Eigentümerschaften","Neubau auf unbebautem Land",8,440,28,0,0,9,0,6,0,13
2017,2014,111,"Affoltern","Im Stockwerkeigentum","Altbau (bis 2006)",346,30982,710,190,29,37,126,74,178,78
2017,2015,111,"Affoltern","Im Stockwerkeigentum","Altbau (bis 2006)",355,31597,728,187,26,52,132,66,194,67
2017,2016,111,"Affoltern","Im Stockwerkeigentum","Altbau (bis 2006)",370,32803,762,198,23,57,147,68,178,85
2017,2014,111,"Affoltern","Im Stockwerkeigentum","Neubau als Umnutzung",126,14727,315,90,10,63,28,40,50,34
2017,2015,111,"Affoltern","Im Stockwerkeigentum","Neubau als Umnutzung",126,14736,314,106,13,49,24,52,44,27
2017,2016,111,"Affoltern","Im Stockwerkeigentum","Neubau als Umnutzung",151,17866,387,134,13,72,32,52,52,33
2017,2014,111,"Affoltern","Im Stockwerkeigentum","Neubau als Wohnersatz",16,1565,35,15,0,0,5,2,10,3
2017,2015,111,"Affoltern","Im Stockwerkeigentum","Neubau als Wohnersatz",18,1736,42,20,0,0,4,6,12,0
2017,2016,111,"Affoltern","Im Stockwerkeigentum","Neubau als Wohnersatz",18,1729,47,23,0,0,2,6,10,6
2017,2014,111,"Affoltern","Im Stockwerkeigentum","Neubau auf unbebautem Land",383,46481,1030,464,25,179,67,90,168,36
2017,2015,111,"Affoltern","Im Stockwerkeigentum","Neubau auf unbebautem Land",386,46800,1007,463,33,153,82,86,162,31
2017,2016,111,"Affoltern","Im Stockwerkeigentum","Neubau auf unbebautem Land",389,47033,1029,449,25,176,80,80,164,53
2017,2014,111,"Affoltern","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2829,213803,6631,2930,616,594,999,342,964,186
2017,2015,111,"Affoltern","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2841,214473,6563,2845,648,607,1039,330,980,119
2017,2016,111,"Affoltern","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2875,218368,6615,2882,699,562,1050,358,966,102
2017,2014,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Umnutzung",258,24104,688,371,47,61,62,28,100,18
2017,2015,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Umnutzung",258,24109,681,389,53,46,61,36,90,10
2017,2016,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Umnutzung",260,24335,688,392,49,47,64,32,98,7
2017,2014,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",361,37076,914,421,28,108,97,90,126,38
2017,2015,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",365,37579,937,441,35,119,97,90,120,33
2017,2016,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",367,37705,934,460,38,97,97,84,120,40
2017,2014,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",605,57186,1641,966,105,140,143,104,156,32
2017,2015,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",605,57304,1655,976,111,161,146,94,140,21
2017,2016,111,"Affoltern","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",613,58072,1680,993,119,165,143,96,150,12
2017,2014,111,"Affoltern","Übrige Eigentümerschaften","Altbau (bis 2006)",5120,383800,10631,3067,571,1011,2103,1416,1480,962
2017,2015,111,"Affoltern","Übrige Eigentümerschaften","Altbau (bis 2006)",5076,380988,10525,3136,578,913,2087,1416,1432,960
2017,2016,111,"Affoltern","Übrige Eigentümerschaften","Altbau (bis 2006)",5130,383873,10547,3241,584,864,2130,1466,1434,816
2017,2014,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Umnutzung",510,45679,1121,312,66,126,171,186,146,109
2017,2015,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Umnutzung",516,46427,1145,364,63,103,167,206,144,95
2017,2016,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Umnutzung",526,47064,1177,384,76,103,170,210,138,88
2017,2014,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Wohnersatz",42,4616,97,24,6,17,7,22,18,3
2017,2015,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Wohnersatz",44,4892,113,37,10,19,7,18,12,10
2017,2016,111,"Affoltern","Übrige Eigentümerschaften","Neubau als Wohnersatz",68,6795,152,54,10,18,20,20,24,6
2017,2014,111,"Affoltern","Übrige Eigentümerschaften","Neubau auf unbebautem Land",419,41398,987,388,31,97,117,154,120,79
2017,2015,111,"Affoltern","Übrige Eigentümerschaften","Neubau auf unbebautem Land",423,42016,1014,414,33,90,110,168,120,82
2017,2016,111,"Affoltern","Übrige Eigentümerschaften","Neubau auf unbebautem Land",424,42015,1022,455,35,101,114,160,90,66
2017,2014,115,"Oerlikon","Im Stockwerkeigentum","Altbau (bis 2006)",824,65104,1595,340,38,144,356,266,262,184
2017,2015,115,"Oerlikon","Im Stockwerkeigentum","Altbau (bis 2006)",823,65383,1569,357,35,109,361,258,264,179
2017,2016,115,"Oerlikon","Im Stockwerkeigentum","Altbau (bis 2006)",820,65160,1585,375,47,109,361,258,250,187
2017,2014,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Umnutzung",15,2148,51,24,0,14,1,0,12,0
2017,2015,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Umnutzung",15,2163,56,25,0,19,1,0,8,3
2017,2016,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Umnutzung",14,2034,51,23,0,14,1,0,6,7
2017,2014,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Wohnersatz",99,11185,247,93,9,32,23,36,24,31
2017,2015,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Wohnersatz",104,11582,263,94,14,33,23,36,34,28
2017,2016,115,"Oerlikon","Im Stockwerkeigentum","Neubau als Wohnersatz",107,12066,274,110,10,36,25,34,34,25
2017,2014,115,"Oerlikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",12,1878,33,10,0,6,0,4,10,3
2017,2015,115,"Oerlikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",29,4513,87,54,0,6,2,8,14,3
2017,2016,115,"Oerlikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",30,4659,88,55,0,5,3,8,14,3
2017,2014,115,"Oerlikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1222,96360,2813,1175,321,219,457,228,288,116
2017,2015,115,"Oerlikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1250,96965,2865,1143,312,262,472,268,260,148
2017,2016,115,"Oerlikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1196,94089,2740,1176,282,233,471,206,264,109
2017,2014,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",68,6313,170,73,23,12,17,6,26,13
2017,2015,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",68,6284,167,70,27,11,14,10,24,13
2017,2016,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",70,6511,174,87,29,4,18,6,24,6
2017,2014,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",47,4482,131,79,5,4,12,10,8,13
2017,2015,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",46,4425,128,70,9,5,11,8,12,13
2017,2016,115,"Oerlikon","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",46,4395,133,73,9,10,10,8,12,10
2017,2014,115,"Oerlikon","Übrige Eigentümerschaften","Altbau (bis 2006)",7945,595609,15110,3529,586,892,3696,2840,1726,1777
2017,2015,115,"Oerlikon","Übrige Eigentümerschaften","Altbau (bis 2006)",7815,585492,15008,3548,539,919,3583,2850,1678,1813
2017,2016,115,"Oerlikon","Übrige Eigentümerschaften","Altbau (bis 2006)",7805,586198,14995,3630,542,866,3563,2922,1678,1776
2017,2014,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Umnutzung",143,12133,277,80,7,14,66,42,30,34
2017,2015,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Umnutzung",181,14855,335,82,9,30,70,50,44,33
2017,2016,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Umnutzung",198,16175,371,103,11,12,93,80,42,33
2017,2014,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",56,5359,112,44,0,0,17,36,18,0
2017,2015,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",56,5335,122,47,0,6,16,32,16,3
2017,2016,115,"Oerlikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",105,9452,209,76,0,0,37,62,26,8
2017,2014,115,"Oerlikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",12,939,18,0,0,5,9,2,2,0
2017,2015,115,"Oerlikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",39,3187,76,15,2,9,16,20,8,6
2017,2016,115,"Oerlikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",39,3159,77,23,2,4,14,20,10,6
2017,2014,119,"Seebach","Im Stockwerkeigentum","Altbau (bis 2006)",710,66453,1570,451,64,199,239,172,334,103
2017,2015,119,"Seebach","Im Stockwerkeigentum","Altbau (bis 2006)",718,67032,1599,483,59,202,246,166,326,114
2017,2016,119,"Seebach","Im Stockwerkeigentum","Altbau (bis 2006)",712,66479,1596,494,48,173,226,190,332,131
2017,2014,119,"Seebach","Im Stockwerkeigentum","Neubau als Umnutzung",48,5647,105,44,11,0,16,10,18,6
2017,2015,119,"Seebach","Im Stockwerkeigentum","Neubau als Umnutzung",124,13914,237,67,10,0,50,48,38,19
2017,2016,119,"Seebach","Im Stockwerkeigentum","Neubau als Umnutzung",205,22766,387,83,15,7,76,92,80,34
2017,2014,119,"Seebach","Im Stockwerkeigentum","Neubau als Wohnersatz",89,9936,226,83,6,27,21,30,26,31
2017,2015,119,"Seebach","Im Stockwerkeigentum","Neubau als Wohnersatz",105,11562,266,86,6,52,26,30,36,29
2017,2016,119,"Seebach","Im Stockwerkeigentum","Neubau als Wohnersatz",109,12010,300,86,8,78,24,34,30,37
2017,2014,119,"Seebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",143,16821,337,103,8,39,43,48,48,43
2017,2015,119,"Seebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",165,19540,384,113,16,29,41,62,70,51
2017,2016,119,"Seebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",112,13542,261,100,5,21,30,34,44,27
2017,2014,119,"Seebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2313,179088,5438,2269,599,528,783,410,680,159
2017,2015,119,"Seebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2123,158867,4959,2060,593,461,733,364,624,131
2017,2016,119,"Seebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2090,156042,4867,2082,575,401,733,354,590,133
2017,2014,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Umnutzung",16,1734,39,10,0,5,1,10,10,3
2017,2015,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Umnutzung",16,1734,41,13,0,4,2,4,12,3
2017,2016,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Umnutzung",17,1786,43,20,0,4,2,2,12,3
2017,2014,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",480,46499,1279,671,54,142,104,88,194,28
2017,2015,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",546,52754,1473,801,71,134,110,112,218,29
2017,2016,119,"Seebach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",554,53361,1473,829,81,108,123,106,206,23
2017,2014,119,"Seebach","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",224,19700,544,252,19,67,76,32,84,13
2017,2015,119,"Seebach","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",243,21716,595,285,24,78,84,34,82,10
2017,2016,119,"Seebach","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",245,21827,584,310,28,38,89,32,80,10
2017,2014,119,"Seebach","Übrige Eigentümerschaften","Altbau (bis 2006)",6330,444245,12563,3227,576,1087,2853,1856,1558,1385
2017,2015,119,"Seebach","Übrige Eigentümerschaften","Altbau (bis 2006)",6494,462859,13068,3487,641,1105,2878,1920,1612,1427
2017,2016,119,"Seebach","Übrige Eigentümerschaften","Altbau (bis 2006)",6484,462767,13063,3672,649,1089,2904,1848,1544,1352
2017,2014,119,"Seebach","Übrige Eigentümerschaften","Neubau als Umnutzung",543,39495,921,109,8,44,263,288,114,90
2017,2015,119,"Seebach","Übrige Eigentümerschaften","Neubau als Umnutzung",544,39476,952,145,8,49,263,256,130,93
2017,2016,119,"Seebach","Übrige Eigentümerschaften","Neubau als Umnutzung",598,44510,1048,199,15,57,283,298,144,54
2017,2014,119,"Seebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",44,3957,83,31,3,0,23,20,2,6
2017,2015,119,"Seebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",80,7291,167,58,3,4,28,34,20,12
2017,2016,119,"Seebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",109,9494,210,62,3,8,47,54,20,9
2017,2014,119,"Seebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",46,5483,114,58,4,4,11,18,2,18
2017,2015,119,"Seebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",43,5136,109,46,2,16,10,18,4,13
2017,2016,119,"Seebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",102,11875,267,112,5,36,21,52,14,27
2017,2014,121,"Saatlen","Im Stockwerkeigentum","Altbau (bis 2006)",80,8164,149,31,2,17,35,8,50,6
2017,2015,121,"Saatlen","Im Stockwerkeigentum","Altbau (bis 2006)",79,8220,151,33,2,14,32,14,46,9
2017,2016,121,"Saatlen","Im Stockwerkeigentum","Altbau (bis 2006)",79,8154,147,31,2,9,34,12,46,13
2017,2014,121,"Saatlen","Im Stockwerkeigentum","Neubau als Umnutzung",12,1022,24,7,0,0,4,8,2,3
2017,2015,121,"Saatlen","Im Stockwerkeigentum","Neubau als Umnutzung",18,1704,44,13,0,11,5,2,10,3
2017,2016,121,"Saatlen","Im Stockwerkeigentum","Neubau als Umnutzung",18,1704,45,13,0,11,5,4,6,6
2017,2014,121,"Saatlen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1857,154197,4946,2414,502,489,510,332,536,155
2017,2015,121,"Saatlen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1861,154153,4841,2395,505,380,546,342,548,119
2017,2016,121,"Saatlen","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1748,144671,4529,2363,541,267,532,250,522,57
2017,2014,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Umnutzung",50,5462,158,98,18,2,10,8,2,29
2017,2015,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Umnutzung",357,39000,1177,503,95,130,52,108,38,251
2017,2016,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Umnutzung",359,39773,1226,560,88,136,51,98,40,254
2017,2014,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",169,16757,455,253,21,43,31,46,48,9
2017,2015,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",168,16679,466,291,26,29,29,44,44,3
2017,2016,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",169,16758,464,288,24,29,32,44,40,9
2017,2014,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",4,652,18,13,0,5,0,0,0,0
2017,2015,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",4,652,19,9,0,10,0,0,0,0
2017,2016,121,"Saatlen","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",4,652,18,13,0,5,0,0,0,0
2017,2014,121,"Saatlen","Übrige Eigentümerschaften","Altbau (bis 2006)",771,55708,1655,430,97,225,309,200,202,201
2017,2015,121,"Saatlen","Übrige Eigentümerschaften","Altbau (bis 2006)",780,56466,1680,450,103,208,308,218,206,193
2017,2016,121,"Saatlen","Übrige Eigentümerschaften","Altbau (bis 2006)",786,56776,1666,454,91,195,326,190,206,196
2017,2016,121,"Saatlen","Übrige Eigentümerschaften","Neubau auf unbebautem Land",62,3694,73,0,0,0,52,16,2,3
2017,2014,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Altbau (bis 2006)",282,23576,571,148,11,59,113,80,118,39
2017,2015,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Altbau (bis 2006)",290,24113,573,147,11,55,124,78,112,45
2017,2016,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Altbau (bis 2006)",297,24700,587,159,16,47,126,84,110,45
2017,2014,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Umnutzung",84,8853,179,54,5,5,25,36,32,22
2017,2015,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Umnutzung",86,9006,182,61,8,9,26,34,32,13
2017,2016,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Umnutzung",86,8921,184,65,5,11,25,38,30,10
2017,2014,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Wohnersatz",18,2257,43,23,0,0,4,4,12,0
2017,2015,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Wohnersatz",35,3608,75,34,2,0,11,14,14,0
2017,2016,122,"Schwamendingen-Mitte","Im Stockwerkeigentum","Neubau als Wohnersatz",36,3718,77,37,2,0,12,12,14,0
2017,2014,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1653,116061,3341,1063,269,257,736,344,446,223
2017,2015,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1667,116810,3406,1073,289,237,715,362,472,242
2017,2016,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Altbau (bis 2006)",1620,113991,3266,1060,295,224,712,332,456,188
2017,2014,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Umnutzung",8,862,28,22,0,4,2,0,0,0
2017,2015,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Umnutzung",8,862,27,22,0,0,2,0,0,3
2017,2016,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Umnutzung",8,862,26,21,0,3,2,0,0,0
2017,2014,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",105,9662,186,33,4,4,44,44,48,7
2017,2015,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",105,9662,193,48,4,4,45,38,38,18
2017,2016,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",151,13989,297,86,13,12,55,60,64,7
2017,2014,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",38,3595,94,51,3,19,14,4,6,0
2017,2015,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",38,3595,97,52,3,14,12,8,8,0
2017,2016,122,"Schwamendingen-Mitte","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",39,3656,100,59,5,8,12,10,6,0
2017,2014,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Altbau (bis 2006)",3215,209055,6443,1706,296,639,1462,832,840,654
2017,2015,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Altbau (bis 2006)",3230,210189,6365,1731,305,508,1476,840,848,653
2017,2016,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Altbau (bis 2006)",3177,208090,6267,1718,333,480,1423,892,846,586
2017,2014,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau als Wohnersatz",41,3003,84,42,2,0,17,8,8,7
2017,2015,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau als Wohnersatz",41,3058,74,29,2,0,20,8,12,0
2017,2016,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau als Wohnersatz",43,3125,77,23,2,4,21,4,12,10
2017,2014,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau auf unbebautem Land",3,114,3,".",".",".",".",".",".","."
2017,2015,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau auf unbebautem Land",7,390,8,".",".",".",".",".",".","."
2017,2016,122,"Schwamendingen-Mitte","Übrige Eigentümerschaften","Neubau auf unbebautem Land",3,300,5,".",".",".",".",".",".","."
2017,2014,123,"Hirzenbach","Im Stockwerkeigentum","Altbau (bis 2006)",201,17499,562,225,36,101,55,28,56,58
2017,2015,123,"Hirzenbach","Im Stockwerkeigentum","Altbau (bis 2006)",200,17553,554,216,43,83,57,32,46,68
2017,2016,123,"Hirzenbach","Im Stockwerkeigentum","Altbau (bis 2006)",200,17455,532,220,32,84,62,34,44,57
2017,2014,123,"Hirzenbach","Im Stockwerkeigentum","Neubau als Wohnersatz",7,789,20,6,0,9,1,4,0,0
2017,2015,123,"Hirzenbach","Im Stockwerkeigentum","Neubau als Wohnersatz",7,789,18,0,0,9,1,2,6,0
2017,2016,123,"Hirzenbach","Im Stockwerkeigentum","Neubau als Wohnersatz",14,1688,30,0,0,13,5,2,10,0
2017,2014,123,"Hirzenbach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2160,146656,4690,1934,450,341,899,270,720,84
2017,2015,123,"Hirzenbach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2163,145447,4623,1885,459,266,915,310,666,87
2017,2016,123,"Hirzenbach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2099,143123,4549,1931,417,242,858,312,654,140
2017,2014,123,"Hirzenbach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",201,17588,498,143,22,95,61,78,70,32
2017,2015,123,"Hirzenbach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",384,34906,971,270,33,152,90,118,114,40
2017,2016,123,"Hirzenbach","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",406,36896,1038,402,49,162,94,132,144,54
